Cell_lines,CIDs,IC50,Average_IC50,Tissue,logIC50,tissue_cell
KU1919,CIDs25262792,[0.3476],0.3476,urinary tract,0.8977038809041078,urinary tract_KU1919
KU1919,CIDs49800198,"[0.365, 1.429, 6.012]",2.602,urinary tract,0.004037485796445139,urinary tract_KU1919
KU1919,CIDs51039095,[0.9201],0.9201,urinary tract,0.010402606944318908,urinary tract_KU1919
KU1919,CIDs58423153,"[0.02458, 0.02847]",0.02652,urinary tract,1.4375156056266722,urinary tract_KU1919
KU1919,CIDs72793174,"[1.481, 1.742, 16.07, 22.06]",10.33825,urinary tract,-0.7370644755165291,urinary tract_KU1919
LS513,CIDs00104842,"[0.001502, 0.001618, 0.001641, 0.002098, 0.003096, 0.008144]",0.00302,large intestine,3.0364175128503152,large intestine_LS513
LS513,CIDs03081361,[0.4891],0.4891,large intestine,0.2533030512268446,large intestine_LS513
LS513,CIDs10127622,"[0.08337, 0.09116, 0.09768, 0.1113]",0.09587999999999999,large intestine,1.0027384582464856,large intestine_LS513
LS513,CIDs10302451,"[0.6149, 0.8946]",0.75475,large intestine,0.10533320799885106,large intestine_LS513
LS513,CIDs11152667,"[0.4827, 0.5019, 0.5212]",0.50193,large intestine,0.222735057992992,large intestine_LS513
LS513,CIDs16659841,[1.264],1.264,large intestine,-0.3109842549141631,large intestine_LS513
LS513,CIDs17755052,"[0.5836, 0.8273, 0.8302, 0.897, 0.9881, 1.112, 1.941]",1.0256,large intestine,-0.0966321202764966,large intestine_LS513
LS513,CIDs24964624,[0.3946],0.3946,large intestine,0.1147534282344423,large intestine_LS513
LS513,CIDs24978538,"[0.7023, 0.811]",0.75665,large intestine,0.1935408196382728,large intestine_LS513
LS513,CIDs24998177,"[0.1591, 0.3049]",0.23199999999999998,large intestine,0.5599821312244071,large intestine_LS513
LS513,CIDs44381568,"[0.03509, 0.093, 0.2165, 0.3833, 0.5909, 1.357, 2.166]",0.6916800000000001,large intestine,0.11001338403553544,large intestine_LS513
LS513,CIDs46244453,"[0.2526, 0.2893]",0.27095,large intestine,0.4999245761488579,large intestine_LS513
LS513,CIDs49800198,"[0.1575, 80.81]",40.48375,large intestine,-0.4821787870652911,large intestine_LS513
LS513,CIDs90667118,"[0.5346, 2.872, 4.639]",2.68187,large intestine,0.3058313449712431,large intestine_LS513
MCF7,CIDs00002719,"[0.004684, 0.0287, 0.03746, 0.2342]",0.07626000000000001,breast,0.2757819908013384,breast_MCF7
MCF7,CIDs06442177,"[0.004041, 0.004145, 0.004434, 0.004483, 0.004567, 0.004575, 0.004584, 0.00478, 0.004831, 0.005029]",0.00455,breast,2.6891003879986664,breast_MCF7
MCF7,CIDs10127622,[0.2581],0.2581,breast,0.2943167327748177,breast_MCF7
MCF7,CIDs11152667,[0.01592],0.01592,breast,1.3615836942788409,breast_MCF7
MCF7,CIDs11375205,[0.1208],0.1208,breast,0.11989680385259327,breast_MCF7
MCF7,CIDs16659841,[0.3037],0.3037,breast,0.2473696602774715,breast_MCF7
MCF7,CIDs23725625,[0.2072],0.2072,breast,-0.17553757373558976,breast_MCF7
MCF7,CIDs25227436,"[0.6994, 1.037, 1.12, 5.053, 6.788, 7.503]",3.7000699999999997,breast,-0.3640794641667186,breast_MCF7
MCF7,CIDs25262792,"[0.03571, 0.04814, 0.06564, 0.07462, 0.08086, 0.08725, 0.102, 0.143]",0.07965,breast,1.0038727441814188,breast_MCF7
MCF7,CIDs46244453,[0.2151],0.2151,breast,0.5805287729926639,breast_MCF7
MCF7,CIDs46836568,[9.828],9.828,breast,-0.19596559440619374,breast_MCF7
MCF7,CIDs49800198,[7.049],7.0489999999999995,breast,-1.0062401831761558,breast_MCF7
MDAMB157,CIDs10127622,"[0.006828, 0.02399, 0.02658, 0.03432, 0.03798, 0.03972, 0.04095, 0.04115, 0.05582, 0.0563, 0.05886, 0.05955, 0.07047, 0.07697, 0.08344, 0.09372, 0.1014, 0.2048]",0.061820000000000014,breast,0.840272876608511,breast_MDAMB157
MDAMB157,CIDs11707110,[0.009328],0.00933,breast,1.854882161717914,breast_MDAMB157
MDAMB157,CIDs16654980,"[0.1202, 0.2692, 1.023, 92.28]",23.4231,breast,-0.4276119247614311,breast_MDAMB157
MDAMB157,CIDs17755052,"[0.02885, 0.05224, 0.06709, 0.07864, 0.08693, 0.09346, 0.0939, 0.09994, 0.1017, 0.1057, 0.1176, 0.1476, 0.1589, 0.1821, 0.2403, 0.2428, 0.2769, 0.3321, 0.35, 0.501, 0.6284, 0.665, 0.8176, 0.9361, 1.026, 1.169, 3.595]",0.4516600000000001,breast,0.2548218221530564,breast_MDAMB157
MDAMB157,CIDs24964624,"[0.007115, 0.01579, 0.01728, 0.04896, 0.07776, 0.08085, 0.1168, 0.1289, 0.1302, 0.1506, 0.1619, 0.2157, 0.2183, 0.2267, 0.2705, 0.2965, 0.3678, 0.5003, 1.242, 1.373, 6.054]",0.55719,breast,0.5786649732861942,breast_MDAMB157
MDAMB157,CIDs25227436,"[0.02138, 0.02285, 0.0269, 0.0608, 0.06227, 0.0663, 0.071, 0.07181, 0.1139, 0.1188, 0.1585, 0.1669, 0.2161, 0.2238, 0.2291, 0.2293, 0.2551, 0.3073, 0.3261, 0.441, 0.4703, 0.4776, 0.4968, 1.527, 1.706, 5.302]",0.5065,breast,0.5533444394289788,breast_MDAMB157
MDAMB157,CIDs25262792,"[0.09303, 0.1248, 0.1292, 0.1299, 0.1387, 0.1432, 0.1681, 0.1708, 0.1734, 0.1771, 0.2129, 0.2131, 0.2181, 0.2209, 0.2313, 0.2493, 0.25, 0.2524, 0.2599, 0.2605, 0.2612, 0.2695, 0.2756, 0.2761, 0.3488, 0.4114, 6.135, 8.697, 65.44]",2.96315,breast,0.13654725610209398,breast_MDAMB157
MDAMB157,CIDs46244453,"[1.032, 1.843, 2.613]",1.82933,breast,0.1010676781995487,breast_MDAMB157
MDAMB157,CIDs46836568,[0.1191],0.1191,breast,1.0797692597263775,breast_MDAMB157
MDAMB157,CIDs49800198,[0.004579],0.00458,breast,2.2705874391294683,breast_MDAMB157
MDAMB157,CIDs49846579,[1.295],1.295,breast,-0.2079758522404548,breast_MDAMB157
MDAMB157,CIDs51039095,"[0.02484, 0.02649, 0.02655, 0.02683, 0.02777, 0.02864, 0.03046, 0.03047, 0.03065, 0.03149, 0.04104, 0.04782]",0.031089999999999996,breast,1.4943668768132483,breast_MDAMB157
MDAMB157,CIDs54751698,"[0.028, 0.05063, 0.05115, 0.05806, 0.07186, 0.09816, 0.1034, 0.1045, 0.1212, 0.1392, 0.1564, 0.1975, 0.2472, 0.4803, 0.5141, 0.8738]",0.20597,breast,0.6410233908980776,breast_MDAMB157
MDAMB157,CIDs56649450,"[0.2044, 0.2487, 0.2771, 0.3494, 1.017, 1.04]",0.52277,breast,0.44264909066791824,breast_MDAMB157
MDAMB157,CIDs72793174,"[0.04594, 0.04965, 0.07067, 0.1038, 0.1349, 0.249, 0.264, 0.4247, 1.145, 1.394]",0.38816999999999996,breast,0.6230301831568832,breast_MDAMB157
MDAMB231,CIDs16654980,"[0.3251, 0.6098, 0.7481, 1.751]",0.8585,breast,0.13153790598386134,breast_MDAMB231
MDAMB231,CIDs17755052,"[0.07785, 0.08098, 0.08376, 0.141, 0.1628, 0.1753, 0.1913, 0.2007, 0.2182, 0.2304, 0.256, 0.2575, 0.2719, 0.3678, 0.4626, 0.6668, 0.7831, 5.447]",0.55972,breast,0.3133069111926279,breast_MDAMB231
MDAMB231,CIDs24964624,"[0.04116, 0.05439, 0.08207, 0.08955, 0.1128, 0.1254, 0.1432, 0.1989, 0.2348, 0.2418, 0.412, 0.4243, 0.4685, 0.9261]",0.25393000000000004,breast,0.6436384005464215,breast_MDAMB231
MDAMB231,CIDs25227436,"[0.117, 0.1971, 0.3268, 0.3497, 0.393, 0.465, 0.4819, 0.6104, 0.7359, 0.8063, 0.9374, 1.056, 1.353]",0.60227,breast,0.3475819810667545,breast_MDAMB231
MDAMB231,CIDs25262792,"[0.2145, 0.2502, 0.2544, 0.2781, 0.2876, 0.2926, 0.3133, 0.3389, 0.3524, 0.3609, 0.3933, 0.3996, 0.426, 0.4614, 0.4879, 0.4996, 0.5929, 0.6002, 0.6193, 0.6308]",0.4027,breast,0.5794926116374662,breast_MDAMB231
MDAMB231,CIDs51039095,"[0.01595, 0.05821, 0.05864, 0.2486, 0.266]",0.12947999999999998,breast,0.467495170784599,breast_MDAMB231
MDAMB231,CIDs54751698,"[0.008355, 0.05924, 0.1394, 0.1419, 0.1544, 0.1638, 0.2929, 0.2955, 0.3178, 0.3398, 0.3774, 0.7052, 0.7749, 2.932, 4.995]",0.77984,breast,0.1192845720357996,breast_MDAMB231
MDAMB231,CIDs56649450,"[0.09065, 0.2995, 2.82, 42.52]",11.43254,breast,-0.5692908034591364,breast_MDAMB231
MDAMB231,CIDs72793174,"[0.2537, 0.289, 0.2901, 0.303, 0.3138, 0.3149, 0.3202, 0.3535, 0.3692, 0.3765, 0.5258, 0.7372, 1.184]",0.43315,breast,0.3631562368246645,breast_MDAMB231
MDAMB361,CIDs00002719,"[0.05881, 0.2041, 0.2063, 0.2815, 0.3238, 0.3522, 0.4061, 0.4075, 0.6051]",0.31616,breast,-0.11523963287547415,breast_MDAMB361
MDAMB361,CIDs00005376,"[0.001605, 0.002981, 0.004044, 0.006424, 0.03231, 0.08249, 0.1149, 0.2067, 3.253, 14.74]",1.84445,breast,0.8709961533344517,breast_MDAMB361
MDAMB361,CIDs00104741,"[0.008869, 0.01099, 0.01191, 0.01583, 0.01747, 0.0176, 0.0329, 0.08409, 0.1238, 0.18, 0.1935]",0.06336,breast,1.2754009306519714,breast_MDAMB361
MDAMB361,CIDs10127622,[0.009281],0.00928,breast,1.4692001841355868,breast_MDAMB361
MDAMB361,CIDs11707110,"[0.0021, 0.005671, 0.006209, 0.00873, 0.009564, 0.01024, 0.02119, 0.03152, 0.0542, 0.09485, 0.2686]",0.04662,breast,1.1238097736670127,breast_MDAMB361
MDAMB361,CIDs17755052,"[0.2219, 0.2507, 0.2934, 0.2969, 0.3507, 0.3553, 0.3621, 0.3726, 0.3949, 0.4257, 0.4455]",0.3427,breast,0.372173959275854,breast_MDAMB361
MDAMB361,CIDs25227436,"[0.2331, 0.2704, 0.2725, 0.2741, 0.2923, 0.3251, 0.3296, 0.4879, 0.5106, 0.537, 0.6782, 0.7691]",0.41498999999999997,breast,0.5008031929622356,breast_MDAMB361
MDAMB361,CIDs25262792,"[0.1113, 0.1265, 0.1376, 0.1569, 0.1585, 0.16, 0.175, 0.179, 0.1946, 0.2283]",0.16277,breast,0.7343787726512361,breast_MDAMB361
MDAMB361,CIDs46836568,[0.07858],0.07858,breast,0.8231006058630029,breast_MDAMB361
MDAMB361,CIDs49846579,[0.1081],0.1081,breast,0.3872680439266334,breast_MDAMB361
MDAMB415,CIDs10127622,[0.551],0.551,breast,0.2440828618763757,breast_MDAMB415
MDAMB415,CIDs11707110,[0.03561],0.03561,breast,1.2693825205858642,breast_MDAMB415
MDAMB415,CIDs25262792,"[0.05839, 0.06308, 0.06697, 0.06855, 0.06864, 0.06964, 0.07107, 0.07511, 0.07804, 0.08811, 0.08914]",0.07243,breast,1.1503960293965685,breast_MDAMB415
MDAMB415,CIDs46836568,[0.1856],0.1856,breast,0.6327074776711448,breast_MDAMB415
MDAMB415,CIDs49846579,[1.083],1.083,breast,-0.29388238858390725,breast_MDAMB415
MDAMB436,CIDs10127622,"[0.03001, 0.03036, 0.03815, 0.04018, 0.04296, 0.04568, 0.05229, 0.05341, 0.06202, 0.06667, 0.08441, 0.08715, 0.08984, 0.1028, 0.1197, 0.1223, 0.1565, 0.3958]",0.09001,breast,1.036868980949558,breast_MDAMB436
MDAMB436,CIDs11707110,[0.03887],0.03887,breast,1.5182771571474516,breast_MDAMB436
MDAMB436,CIDs16654980,"[0.3289, 0.3398, 0.3736, 0.4986, 1.417]",0.59158,breast,0.10514277286518768,breast_MDAMB436
MDAMB436,CIDs17755052,"[0.1128, 0.228, 0.2316, 0.2523, 0.2645, 0.2708, 0.2777, 0.283, 0.2845, 0.2853, 0.2856, 0.2953, 0.296, 0.3002, 0.301, 0.3137, 0.3255, 0.5936, 0.9696, 1.742, 1.755, 4.553, 5.309, 11.38]",1.2879200000000002,breast,0.05838178532284295,breast_MDAMB436
MDAMB436,CIDs24964624,"[0.05705, 0.05791, 0.1186, 0.1198, 0.1786, 0.221, 0.2254, 0.2758, 0.3355, 0.3361, 0.3423, 0.344, 0.4401, 0.4448, 0.4883, 0.5599, 0.6223, 0.6661, 0.7338]",0.34565,breast,0.6088279260598787,breast_MDAMB436
MDAMB436,CIDs25227436,"[0.02004, 0.0226, 0.04028, 0.1022, 0.1332, 0.1358, 0.1783, 0.1884, 0.2261, 0.239, 0.2426, 0.2535, 0.2634, 0.2694, 0.2733, 0.2861, 0.2897, 0.2963, 0.3406, 0.3795, 0.4471, 0.6986, 0.7749, 2.101, 3.045, 18.61]",1.14834,breast,0.3346253355176985,breast_MDAMB436
MDAMB436,CIDs25262792,"[0.01818, 0.04274, 0.05729, 0.05909, 0.06035, 0.06547, 0.06664, 0.06794, 0.06833, 0.07137, 0.1015, 0.1035, 0.1129, 0.1166, 0.1254, 0.1272, 0.1292, 0.1293, 0.1318, 0.1389, 0.1428, 0.144, 0.1504, 0.1703, 0.1716, 0.176, 0.1781, 0.1812, 0.1837, 0.186]",0.11592999999999999,breast,1.0311545909395945,breast_MDAMB436
MDAMB436,CIDs46244453,"[0.758, 0.7586, 1.348]",0.9548700000000001,breast,-0.32060295550589657,breast_MDAMB436
MDAMB436,CIDs46836568,[0.1763],0.1763,breast,0.5186342756113199,breast_MDAMB436
MDAMB436,CIDs51039095,"[0.04296, 0.04743, 0.06161, 0.1247, 0.2354, 0.2646, 0.3626, 1.246, 1.523, 3.812, 4.282]",1.09112,breast,0.3895285169981214,breast_MDAMB436
MDAMB436,CIDs54751698,"[0.08763, 0.1095, 0.1174, 0.1428, 0.148, 0.1709, 0.1714, 0.1848, 0.2227, 0.2516, 0.4553, 0.4933, 133.6]",10.47349,breast,-0.13868095234145786,breast_MDAMB436
MDAMB436,CIDs56649450,"[0.1986, 0.2243, 0.297, 0.8699, 29.11]",6.139959999999999,breast,-0.22100245862721815,breast_MDAMB436
MDAMB436,CIDs72793174,"[0.1194, 0.1242, 0.2337, 0.2534, 0.2704, 0.2846, 0.303, 0.3185, 0.3503, 0.5399, 0.8092, 1.579]",0.43213,breast,0.4343928737417521,breast_MDAMB436
MDAMB453,CIDs10127622,"[0.007351, 0.007654, 0.009083, 0.03205, 0.0399, 0.05524, 0.09665, 0.2214, 0.3925, 0.86]",0.17218,breast,0.3760120909294519,breast_MDAMB453
MDAMB453,CIDs11707110,[0.07128],0.07128,breast,1.1612905194672842,breast_MDAMB453
MDAMB453,CIDs16654980,"[0.3971, 0.4175, 0.4907, 0.6526, 1.415]",0.6745800000000001,breast,0.08578748861661797,breast_MDAMB453
MDAMB453,CIDs17755052,"[0.1799, 0.1952, 0.1964, 0.1999, 0.201, 0.2031, 0.2085, 0.2107, 0.2134, 0.217, 0.2256, 0.2275, 0.2299, 0.2358, 0.2463, 0.2553, 0.2676, 0.4401, 1.322, 1.504, 1.688, 1.79, 2.028, 2.471, 3.431]",0.73549,breast,0.01823402522127167,breast_MDAMB453
MDAMB453,CIDs24964624,"[0.0328, 0.04532, 0.04849, 0.0529, 0.05877, 0.06698, 0.07646, 0.07749, 0.07877, 0.08131, 0.08182, 0.0851, 0.08874, 0.0889, 0.09062, 0.09237, 0.09968, 0.1404, 0.1982, 0.2924, 0.3078, 0.3152, 0.4071, 0.543]",0.14378,breast,0.94846571311709,breast_MDAMB453
MDAMB453,CIDs25227436,"[0.08871, 0.1351, 0.1399, 0.1879, 0.2074, 0.2116, 0.2179, 0.2278, 0.2291, 0.2315, 0.2514, 0.2639, 0.2792, 0.2982, 0.311, 0.3571, 0.4497, 0.9451, 1.2, 2.427, 2.591, 7.004, 8.736, 39.08]",2.75294,breast,0.06572655267191069,breast_MDAMB453
MDAMB453,CIDs25262792,"[0.04382, 0.07042, 0.07222, 0.07476, 0.07495, 0.08115, 0.08338, 0.08546, 0.0937, 0.09452, 0.09521, 0.2078, 0.2092, 0.223, 0.2274, 0.2396, 0.2453, 0.2513, 0.2595, 0.2654, 0.2671, 0.2696, 0.2715, 0.2735, 0.2771, 0.2813]",0.17839000000000002,breast,0.8825692613440657,breast_MDAMB453
MDAMB453,CIDs46244453,"[0.5364, 0.5498, 0.5725, 0.6502]",0.57722,breast,0.4755516094390341,breast_MDAMB453
MDAMB453,CIDs46836568,[0.4564],0.4564,breast,0.1908017135519745,breast_MDAMB453
MDAMB453,CIDs49846579,[3.915],3.915,breast,-0.6253477178801534,breast_MDAMB453
MDAMB453,CIDs51039095,"[0.09367, 0.1474, 0.1565, 0.1574, 0.1776, 0.1884, 0.198, 0.2006, 0.2034, 0.2112, 0.217, 0.2309]",0.18184,breast,0.7716115409165982,breast_MDAMB453
MDAMB453,CIDs54751698,"[0.1057, 0.1187, 0.1372, 0.1636, 0.167, 0.1748, 0.1804, 0.185, 0.1973, 0.2049, 0.207, 0.2504, 0.4697, 0.5158]",0.21982,breast,0.6475838349567821,breast_MDAMB453
MDAMB453,CIDs56649450,"[0.1747, 0.2097, 0.2114, 0.2466, 0.302, 0.3158]",0.24336999999999998,breast,0.6585009852118692,breast_MDAMB453
MDAMB453,CIDs72793174,"[0.004967, 0.06497, 0.2212, 0.2219, 0.2409, 0.2686, 0.297, 0.3126, 0.4251, 0.433, 0.578]",0.27893,breast,0.6133278091329419,breast_MDAMB453
MDAMB468,CIDs10127622,"[0.02166, 0.058, 0.06204, 0.06223, 0.08193, 0.09561, 0.09634, 0.09701, 0.1631, 0.1682, 0.2005, 0.213, 0.2875, 0.3381, 0.593, 1.019, 4.076, 11.06]",1.03851,breast,0.4691527329068783,breast_MDAMB468
MDAMB468,CIDs11707110,[0.3275],0.3275,breast,0.5195922461993003,breast_MDAMB468
MDAMB468,CIDs16654980,"[0.3792, 1.372, 2.5]",1.41707,breast,0.13647954065925974,breast_MDAMB468
MDAMB468,CIDs17755052,"[0.009526, 0.06075, 0.3538, 0.857, 0.9849, 0.9974, 1.016, 1.054, 1.32, 1.572, 1.954, 2.387, 3.076, 3.136, 5.631, 8.164, 9.26, 14.28]",3.11741,breast,-0.3265978345238321,breast_MDAMB468
MDAMB468,CIDs24964624,"[0.1374, 0.1805, 0.2221, 0.2642, 0.27, 0.2759, 0.3048, 0.3158, 0.3176, 0.3431, 0.3516, 0.3655, 0.4771, 0.5151, 0.6237, 0.6919, 0.7877, 1.095, 1.359, 1.397, 1.485, 1.732]",0.6141800000000001,breast,0.20457817981780013,breast_MDAMB468
MDAMB468,CIDs25227436,"[0.2825, 0.2988, 0.3033, 0.306, 0.3811, 0.48, 0.4859, 0.4883, 0.6243, 0.721, 0.7404, 0.7519, 0.8532, 1.01, 1.029, 1.042, 1.622, 1.65, 2.073, 2.326, 4.159]",1.02989,breast,0.2596156417279758,breast_MDAMB468
MDAMB468,CIDs25262792,"[0.07412, 0.1574, 0.1606, 0.1907, 0.1985, 0.199, 0.2916, 0.3056, 0.3086, 0.3142, 0.3147, 0.3201, 0.3228, 0.353, 0.3723, 0.4218, 0.4338, 0.6207, 0.6946, 0.7722, 0.8856, 1.058, 1.257, 2.023, 2.08]",0.5652,breast,0.20224203721913184,breast_MDAMB468
MDAMB468,CIDs46244453,"[0.619, 0.735, 1.044, 1.089]",0.87175,breast,0.056565607733023035,breast_MDAMB468
MDAMB468,CIDs46836568,[1.202],1.202,breast,0.0668246794920597,breast_MDAMB468
MDAMB468,CIDs49800198,[0.09107],0.09107,breast,0.6445188291709234,breast_MDAMB468
MDAMB468,CIDs51039095,"[0.0605, 0.06354, 0.0895, 0.09553, 0.1019, 0.1995, 0.3113, 0.4674, 0.7759]",0.24056,breast,0.23850667731587544,breast_MDAMB468
MDAMB468,CIDs54751698,"[0.009909, 0.05893, 0.09871, 0.3018, 0.3253, 0.3327, 0.3974, 0.8297, 2.194]",0.50538,breast,0.23917705353278115,breast_MDAMB468
MDAMB468,CIDs56649450,"[0.03053, 0.07485, 0.09546, 0.3282]",0.13226,breast,1.4612015255783368,breast_MDAMB468
MDAMB468,CIDs72793174,"[0.183, 0.1946, 0.1975, 0.2433, 0.2531, 0.2964, 0.3448, 0.3784, 0.4597, 0.4631, 3.941, 10.19]",1.42874,breast,0.0935940727141348,breast_MDAMB468
MFM223,CIDs16654980,"[0.326, 0.333, 0.4543, 1.538]",0.66282,breast,-0.010493122497910415,breast_MFM223
MFM223,CIDs17755052,"[0.206, 0.2313, 0.2347, 0.2444, 0.2545, 0.2545, 0.2559, 0.2741, 0.2915, 0.317, 0.3952, 0.4256, 0.4541, 0.4648, 0.5142, 0.9967]",0.36341,breast,0.4806626472032464,breast_MFM223
MFM223,CIDs24964624,"[0.1635, 0.1834, 0.1859, 0.1882, 0.1919, 0.2042, 0.2057, 0.2248, 0.2248, 0.248, 0.2843, 0.3354]",0.22000999999999998,breast,0.6742086667575478,breast_MFM223
MFM223,CIDs25227436,"[0.09876, 0.1558, 0.1657, 0.1724, 0.1731, 0.1812, 0.2022, 0.203, 0.2041, 0.223, 0.2319, 0.2331, 0.2453, 0.265]",0.19675,breast,0.7512542419954626,breast_MFM223
MFM223,CIDs25262792,"[0.1948, 0.2033, 0.2174, 0.221, 0.2239, 0.2331, 0.2358, 0.2428, 0.2541, 0.269, 0.2768, 0.2819, 0.2978, 0.2987, 0.3104, 0.437, 0.4561, 0.6121]",0.29256,breast,0.6980572577166284,breast_MFM223
MFM223,CIDs51039095,"[0.008747, 0.01282, 0.01286, 0.04027, 0.06899, 0.1072, 0.1419, 0.1461, 0.2381]",0.08632999999999999,breast,1.020066608233403,breast_MFM223
MFM223,CIDs54751698,"[0.002243, 0.005859, 0.1862, 0.1909, 0.2383, 0.2555, 0.3026, 0.3106, 0.3664, 0.6628, 1.944, 4.001, 8.574]",1.3108,breast,-0.07444214675184138,breast_MFM223
MFM223,CIDs56649450,"[0.1451, 0.1487, 0.3334, 0.3515, 0.3838, 0.7619]",0.35407,breast,0.43197621747217785,breast_MFM223
MFM223,CIDs72793174,"[0.00408, 0.327, 0.3579, 0.3768, 0.6751, 1.131, 1.933, 11.27]",2.00936,breast,-0.25023670176580715,breast_MFM223
NCIH1299,CIDs00003310,"[0.2972, 0.3864, 0.412, 0.4496]",0.3863,lung,0.4227892003754785,lung_NCIH1299
NCIH1299,CIDs00003461,[0.002414],0.0024100000000000002,lung,2.645823548248191,lung_NCIH1299
NCIH1299,CIDs00005515,"[0.006099, 0.01742, 0.0228]",0.01544,lung,1.7622236755139538,lung_NCIH1299
NCIH1299,CIDs05311497,"[0.04882, 0.05891]",0.053860000000000005,lung,1.2668070084213179,lung_NCIH1299
NCIH1299,CIDs10127622,[0.049],0.049,lung,1.2207855257745108,lung_NCIH1299
NCIH1299,CIDs11213558,"[1.56, 9.479]",5.5195,lung,-0.4647102292578208,lung_NCIH1299
NCIH1299,CIDs17755052,[0.871],0.871,lung,-0.05996728872252315,lung_NCIH1299
NCIH1299,CIDs24978538,"[0.2166, 0.9996, 4.365]",1.8604,lung,-0.05654413693971831,lung_NCIH1299
NCIH1299,CIDs44137675,[4.265],4.265,lung,-0.6243756466975493,lung_NCIH1299
NCIH1299,CIDs49800198,[0.07624],0.07624,lung,1.1698691252161375,lung_NCIH1299
NCIH1299,CIDs56946894,"[0.02367, 0.02456, 0.02594, 0.02601, 0.02655, 0.02706, 0.02809, 0.03082, 0.03089]",0.02707,lung,1.5687990232328697,lung_NCIH1299
NCIH1299,CIDs73294313,"[0.03504, 0.5938, 0.7599, 7.261, 8.312, 162.9]",29.97696,lung,-1.3673034931140498,lung_NCIH1299
NCIH1437,CIDs00003310,"[0.2804, 0.3892, 0.4761, 0.5252]",0.4177300000000001,lung,0.3752300058617152,lung_NCIH1437
NCIH1437,CIDs00003461,"[0.001734, 0.002061]",0.0019,lung,2.7282142880188167,lung_NCIH1437
NCIH1437,CIDs00005515,"[0.03379, 0.0365, 0.149]",0.0731,lung,1.2612789600942436,lung_NCIH1437
NCIH1437,CIDs05311497,[0.02726],0.027260000000000003,lung,1.5329439698419138,lung_NCIH1437
NCIH1437,CIDs10127622,[0.49],0.49,lung,0.5662058639476935,lung_NCIH1437
NCIH1437,CIDs17755052,[0.3142],0.3142,lung,0.28969199597339634,lung_NCIH1437
NCIH1437,CIDs24978538,"[0.3832, 0.8953]",0.63925,lung,0.5005049164635749,lung_NCIH1437
NCIH1437,CIDs42611257,[0.06621],0.06621,lung,1.6374510219172596,lung_NCIH1437
NCIH1437,CIDs44137675,[74.62],74.62,lung,-0.8024434707895013,lung_NCIH1437
NCIH1437,CIDs44199317,[0.6224],0.6224,lung,0.9933039537995154,lung_NCIH1437
NCIH1437,CIDs44449126,[0.2668],0.2668,lung,0.2906745134737227,lung_NCIH1437
NCIH1437,CIDs49800198,[0.04386],0.04386,lung,1.3516849089583762,lung_NCIH1437
NCIH1437,CIDs56946894,"[0.003376, 0.008114, 0.008321, 0.008543, 0.008975, 0.009079, 0.009953, 0.01216, 0.01261]",0.009009999999999999,lung,2.0265818606169934,lung_NCIH1437
NCIH1437,CIDs70685869,"[0.1812, 1.253]",0.7171,lung,0.9798644233403416,lung_NCIH1437
NCIH1437,CIDs73294313,"[0.217, 0.9318, 0.9566, 1.945, 2.004, 2.431]",1.4142299999999999,lung,-0.7680564574582878,lung_NCIH1437
NCIH1563,CIDs00005515,"[0.02533, 0.03017, 0.09225]",0.04925,lung,1.4439015895300034,lung_NCIH1563
NCIH1563,CIDs24978538,[1.264],1.264,lung,-0.11252652756721318,lung_NCIH1563
NCIH1563,CIDs44137675,[0.9894],0.9894,lung,0.8610029905468876,lung_NCIH1563
NCIH1563,CIDs44199317,[0.3081],0.3081,lung,0.035120947521898094,lung_NCIH1563
NCIH1563,CIDs49800198,[7.552e-05],8e-05,lung,3.1240526559781263,lung_NCIH1563
NCIH1563,CIDs56946894,"[0.004882, 0.00506, 0.00788, 0.01299, 0.01429, 0.016]",0.01018,lung,1.9298361871697616,lung_NCIH1563
NCIH1563,CIDs73294313,[60.89],60.89,lung,-0.8294965002076565,lung_NCIH1563
NCIH1703,CIDs00003310,"[0.3094, 0.3298, 0.4122]",0.35047,lung,0.4868816075294307,lung_NCIH1703
NCIH1703,CIDs00003461,"[0.001304, 0.00139]",0.00135,lung,2.8712807165700927,lung_NCIH1703
NCIH1703,CIDs05311497,[0.03091],0.030910000000000007,lung,1.7266886354287976,lung_NCIH1703
NCIH1703,CIDs10127622,[0.06045],0.06045,lung,1.1551934208569083,lung_NCIH1703
NCIH1703,CIDs11152667,[0.01254],0.01254,lung,1.9333365906514672,lung_NCIH1703
NCIH1703,CIDs11213558,"[0.3092, 0.3263]",0.31775,lung,0.4959754613779142,lung_NCIH1703
NCIH1703,CIDs11375205,[1.588],1.588,lung,-0.785218694413711,lung_NCIH1703
NCIH1703,CIDs17755052,[0.1528],0.1528,lung,0.7684701112296147,lung_NCIH1703
NCIH1703,CIDs24978538,"[11.7, 17.61]",14.655,lung,-0.9531347712281668,lung_NCIH1703
NCIH1703,CIDs25227436,[0.2616],0.2616,lung,1.170657054838063,lung_NCIH1703
NCIH1703,CIDs25262792,[0.1664],0.1664,lung,0.8201930416597962,lung_NCIH1703
NCIH1703,CIDs42611257,"[1.092, 1.129]",1.1105,lung,-0.06343293534431263,lung_NCIH1703
NCIH1703,CIDs44137675,[3.149],3.1489999999999996,lung,-0.3293205958777907,lung_NCIH1703
NCIH1703,CIDs44199317,[3.813],3.813,lung,-0.2664963903491313,lung_NCIH1703
